filename,genre,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc14_mean,mfcc14_std,mfcc15_mean,mfcc15_std,mfcc16_mean,mfcc16_std,mfcc17_mean,mfcc17_std,mfcc18_mean,mfcc18_std,mfcc19_mean,mfcc19_std,mfcc20_mean,mfcc20_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,chroma_mean,chroma_std,tempo,rms_energy_mean,rms_energy_std,tonnetz_mean,tonnetz_std
blues.00084.au,blues,-38.994843,62.38261,112.03825,20.82081,-31.817709,13.356637,38.240677,9.322684,-6.320669,11.998546,23.330563,7.7926784,-18.778877,8.574718,23.932186,7.804879,-10.934216,6.9206233,13.2348585,6.4053617,-14.38119,7.1856995,13.326929,6.6772604,-10.922001,7.302898,9.794659,7.0687685,-5.0327086,9.383982,7.2013955,8.095728,-6.7550354,6.7183084,2.6630874,7.4631443,-4.382442,6.920572,0.41451108,7.8239264,2061.202741434345,479.0005036076514,4221.307807662539,1108.3765127164813,0.11339689555921052,0.0393754253599644,0.39630076,0.29190904,112.34714673913045,0.23509325,0.08429818,0.019810591532547474,0.07403284065139303
blues.00094.au,blues,-206.28116,82.48454,126.62033,33.2831,10.590663,27.636925,43.215717,15.045787,12.4949,15.180598,19.41366,16.074598,0.35196805,11.680647,12.730944,8.76175,-4.5792894,8.6042385,4.058012,7.7547827,-4.409213,9.720792,3.663423,7.6913214,-1.4560472,8.620253,-1.7015551,10.507932,-7.1546535,8.602331,1.1864166,8.980173,-6.2258005,8.34127,0.6012727,8.258666,-1.6042643,8.260501,-0.53922,7.5271287,1239.6879986706622,726.0330036195408,2519.0431010243324,1681.0021073537857,0.05090785543246904,0.05006302719109203,0.37671542,0.30968282,104.68020950393695,0.14092092,0.07328608,0.030301770953784876,0.15214333749041808
blues.00067.au,blues,-95.46325,30.58796,101.38038,19.127058,-20.697004,18.622171,48.66807,13.27899,-30.27181,11.826027,20.812761,9.246248,-18.313583,15.521367,14.14687,7.890979,-12.79889,8.929351,13.44428,7.5193987,-14.0782,10.285284,7.732656,8.544687,-19.232273,7.694887,2.8622494,6.969721,-9.816176,7.894701,6.917915,8.140315,-11.309343,8.734514,8.943027,8.041785,-2.960888,7.747421,-0.97386485,7.775986,2258.530501284298,468.14281509908477,4755.35457835478,831.3704934981387,0.11276500217685759,0.04127225714341651,0.3379377,0.293836,159.4517669094171,0.12903935,0.023658618,0.04026703750830119,0.07806103096614699
blues.00036.au,blues,-200.19609,53.639206,116.34013,22.017796,18.00621,14.098095,25.313562,17.055521,0.29173434,13.399639,24.192476,9.99952,-22.255909,17.523314,11.186425,9.751172,-26.84873,9.858025,-7.6384597,10.522113,-24.889929,11.091403,-12.015525,9.940616,-17.017956,8.813387,-8.120277,9.186008,-11.956443,8.930819,-12.609149,9.784341,-14.181589,9.709867,-8.206693,9.467732,-15.028046,8.095962,-10.327059,9.702635,1247.4080160193948,513.7195674698339,2621.5758143563758,1739.8818684653004,0.03690378289473684,0.01867459484688581,0.23319606,0.3080232,133.5298367287851,0.19774859,0.06866755,-0.015452535025288327,0.18717209825385964
blues.00002.au,blues,-90.776344,57.61765,140.44861,22.563513,-29.10056,20.297462,31.68734,12.006151,-13.975971,12.490621,25.741686,8.629561,-13.644712,10.328758,11.623112,10.32607,-11.775921,8.104654,9.700466,8.236836,-13.115349,7.592525,5.7857637,8.037509,-8.899733,7.7766604,-1.0870236,7.598978,-9.216774,6.038823,2.4536483,6.373398,-7.721793,6.9065385,-1.8164973,7.24004,-3.4343534,6.828621,-2.2313912,5.5340967,1552.6377863181906,395.6492065008607,3041.0899442784926,884.8426541198174,0.07630074799245357,0.031737819011002394,0.36356184,0.29202268,157.1387556857955,0.17549369,0.052465174,0.024244858212714163,0.10234343882646361
blues.00053.au,blues,-76.75777,53.91492,105.77048,20.797628,-43.208836,19.769321,60.950108,20.19015,-8.791272,14.2785225,21.246782,11.005672,-12.877674,12.86428,18.621216,12.1974535,-11.3991165,7.5521464,14.5500555,8.861442,-6.057422,8.304399,12.74034,8.029878,-9.374367,7.406716,1.3606244,8.014502,-3.6204464,7.55769,7.0045776,6.6829615,-4.0630016,7.7833443,-0.26885948,7.253204,-3.704941,7.387239,-0.4966115,7.5396895,2171.1586190945404,412.2916009983588,4237.0993788397345,863.9152045781502,0.13280229598006965,0.04846691288105842,0.4124909,0.29299837,101.09785021359252,0.16826628,0.060638655,-0.006061064466238513,0.05369782646486451
blues.00073.au,blues,-30.129288,33.51265,103.7448,14.297933,-19.765732,13.60187,56.411625,13.169632,-12.72487,11.017195,20.194227,9.728699,-17.348097,9.495388,16.309156,8.041274,-18.444427,7.5397625,8.932052,7.23784,-11.661623,7.330301,11.210427,6.282365,-8.851257,7.2036586,9.101229,7.277629,-3.5740457,6.1425757,4.384886,6.224828,-2.8308275,6.7280455,4.7261167,6.6403728,0.48242348,7.1788573,1.4773945,8.367189,2094.775833910308,329.60864110379157,4482.2562297431305,704.1613658976624,0.10056968665344428,0.03151751233882172,0.34202737,0.29015297,98.58931502204656,0.2596552,0.07407714,0.0007845072095102699,0.0810241865306219
blues.00022.au,blues,-233.85751,80.59228,136.17209,30.97792,3.2713184,34.091278,48.931213,19.602709,8.685134,17.44671,13.97951,12.861816,5.3548675,10.272586,0.39087027,11.302638,-13.504575,12.309769,16.856106,9.099174,5.130938,10.696426,-2.23188,8.792097,3.9640331,8.120822,5.3183618,9.128711,0.8122656,10.052718,-1.0979141,8.963112,-4.539752,8.870395,-2.434786,10.018896,3.313449,10.920518,-0.6142795,11.975881,1156.2023631215006,560.5751355792387,2170.511875211639,1153.7443478601008,0.05861340218653251,0.05355133885466522,0.306442,0.31307587,98.43727420461782,0.1134315,0.060719416,-0.014550878687015413,0.1001986939168346
blues.00080.au,blues,-54.747242,47.663197,119.48588,19.95649,-34.86474,15.696967,37.537148,13.62401,-15.886235,12.552012,22.081097,10.604641,-14.668317,14.412976,18.534313,9.750142,-9.643758,11.157137,11.258853,8.779918,-11.732052,8.707048,11.539119,7.474833,-6.4307194,8.537807,1.7856675,7.819667,-5.876253,6.8507996,0.380291,8.038847,-9.063585,6.9782724,-2.0153258,6.6990824,-5.4169693,7.3558383,0.028835993,7.0063877,1827.151309646471,394.26528933389517,3743.635696080447,877.4676997909273,0.09403873597136223,0.03470671976777877,0.36825618,0.2965389,117.45383522727272,0.24234188,0.08673091,0.0405223264603203,0.09631284398748982
blues.00016.au,blues,-233.79489,70.44123,120.66705,23.711533,-3.1675608,34.757095,39.53927,19.91084,3.858855,16.844215,18.839672,12.497924,-3.6889172,10.01887,4.431845,10.562872,-14.975374,10.074906,17.571033,10.108127,1.8447446,10.421931,2.538607,8.149384,-1.2386857,8.067007,8.439363,8.063074,-0.20983854,7.6912823,-3.9067852,8.820778,-4.478641,9.075767,-0.01223214,9.240238,1.293265,9.145825,-2.0874293,10.037049,1455.0424713768052,390.38911330868757,3009.9651324859715,1005.4885183924602,0.061350725014512386,0.03767737157691678,0.30829644,0.31676856,109.16726160789966,0.08141902,0.051397182,0.007163302158122418,0.08741750445645699
blues.00047.au,blues,-149.97588,33.248043,93.640755,13.94058,6.336244,13.134135,71.51115,9.87239,-8.113178,9.827999,36.21202,6.243899,-9.784973,7.15745,17.641598,8.127805,-21.119005,7.441288,-0.12590314,8.030063,-22.20099,6.3848066,5.435663,5.9211693,-7.4677796,6.4879336,-4.3329644,6.3761435,-12.409764,5.592808,9.624794,6.8175635,-5.02424,6.1832814,-3.7063131,6.7732773,2.3359404,7.3213186,4.162244,6.601189,2013.364449506875,403.2557535842365,4849.570675309597,762.0562738864305,0.07534497145897832,0.02898383071360161,0.33643752,0.2934978,148.03660054296384,0.11219596,0.022986155,-0.037519057930030957,0.15739505715223034
blues.00057.au,blues,-92.76854,55.972378,115.340775,22.854706,-35.060043,20.218718,57.853596,18.190096,1.8453195,17.37288,26.61206,12.355355,-14.544862,12.20724,22.132044,10.488263,-8.207086,8.489207,11.007707,10.186833,-5.6440945,8.931248,7.2728615,8.384762,-10.202147,7.5254083,1.3271272,8.203899,-4.106722,8.319855,0.97495973,6.9353275,-6.550568,5.9767327,-0.6835875,6.8008995,-2.1250021,6.894757,-1.5218054,7.076435,1886.7057062552585,503.49150013505874,3828.0685188600523,1117.112217395679,0.08992387045278638,0.03919053771719102,0.42432162,0.29183373,94.74572928457773,0.17587894,0.05973548,-0.0005589951832928687,0.0731420530153491
blues.00006.au,blues,-190.17502,98.21622,130.29242,43.98217,-36.348473,36.161358,33.02909,21.916225,11.085681,32.917904,-0.59637237,16.739882,-20.882357,12.31618,0.27711606,10.143775,-6.5008707,11.45195,-5.515623,12.389087,-7.8452897,9.358328,-3.123599,8.014027,-6.595716,8.897414,-9.947577,7.9419365,-6.5409255,9.296062,-10.07138,9.128132,-10.912119,7.5457077,-6.970003,6.1860814,-3.4485128,6.9349537,-6.498458,8.36777,1459.0353761872718,661.9048512246571,2795.67476160386,1273.8488337810736,0.07302790308146284,0.0436989109483751,0.29140562,0.30659863,112.86168078866906,0.1416879,0.09371678,-0.002806391777020333,0.15306675447265547
blues.00090.au,blues,-177.48735,67.07094,115.33375,37.215866,9.963014,26.121534,54.05621,17.910526,7.6156197,18.185303,28.31573,13.456534,-9.070212,13.473355,20.05844,10.587957,-15.0455475,12.274004,6.2224927,10.365342,-5.688931,10.455508,1.3798958,11.614005,-5.8435063,9.204333,5.0113225,10.131992,-0.75529706,8.60351,5.057277,8.562762,-5.084398,8.911219,-2.7971687,8.171115,2.4293883,8.2957325,-5.3729057,8.023348,1613.4333911575955,883.9160266156667,3470.72901297649,1899.939300528872,0.058235853449109906,0.051831560614346975,0.3778906,0.30864447,128.81067784589496,0.13184188,0.04624496,0.007471823553321661,0.13261258270468992
blues.00032.au,blues,-288.8077,72.8932,105.89604,28.811167,18.777039,20.835323,23.71039,18.487328,5.711881,19.508598,25.549088,12.826236,-13.47376,15.107901,12.428972,11.214014,-11.942034,13.991225,1.5714257,11.506952,-15.63591,11.23659,-6.6506157,9.026455,-11.713253,10.104417,-2.9383886,10.261639,-7.3725796,9.061206,-15.697482,7.3844423,-10.9741535,7.825854,-10.8895445,6.708552,-18.505476,7.477589,-19.103352,8.683188,1309.6646971460598,869.8875194588803,2765.658276442773,2165.6504450058424,0.03939318583107585,0.05621806192176271,0.27626824,0.3120812,129.30124708130185,0.101156905,0.062732466,0.08637567276517262,0.23459673988793525
blues.00063.au,blues,-129.11397,45.12903,72.11977,20.64157,-7.765846,24.3766,49.26091,11.918691,-32.721973,10.362789,21.608433,8.862956,-27.37464,13.717813,15.002842,7.259599,-10.258776,11.020269,12.437438,7.2050767,-17.034569,7.5667787,7.118173,8.279775,-18.020405,8.136256,2.9276602,6.847246,-14.486264,8.35447,4.0620627,7.534234,-14.537421,8.168277,7.2582917,8.994842,-8.20802,9.0225115,-1.998106,8.768538,2839.267572265232,537.8106853667489,5710.907133592541,690.0803817298515,0.15435583155959753,0.05536551395836385,0.33039847,0.2998682,102.23479792668691,0.096282795,0.04163391,0.01616509222027649,0.11724346185950459
blues.00072.au,blues,-118.68192,27.544687,87.62362,17.512915,6.558794,15.7531,45.098045,9.346288,-38.915707,8.874774,20.813005,7.7614408,-26.863337,6.815141,13.798009,7.5975666,-17.23861,6.620034,5.1101575,6.775267,-15.709853,6.462982,3.981842,6.588921,-27.549044,6.4168434,3.04777,6.5209956,-15.956566,5.998538,10.867772,7.1434813,-12.65191,5.7611866,2.8237092,5.7565207,-13.335965,5.9097385,-4.3752894,6.6472855,2595.2893633321164,541.1551878108905,5660.282439713139,740.6599720847397,0.12924562814434984,0.052906390250971186,0.30702657,0.28410068,104.79680220551026,0.10387338,0.021147737,0.039299929655600974,0.12270968303280497
blues.00023.au,blues,-227.26886,64.407616,137.7307,22.50393,-14.493466,35.303547,63.555702,14.52175,5.612641,12.356342,11.984639,9.678051,1.885552,10.130399,-1.8633765,9.341696,-7.6205554,9.878339,-2.4471745,9.883728,-2.8867247,10.20205,-9.429529,9.378918,-10.923913,10.746888,3.562558,8.305821,4.137706,8.779296,0.09554388,6.7268453,-2.972545,8.175537,-1.378875,9.086503,7.541176,9.666952,-3.037463,8.606777,1210.4571260262846,363.08462230284545,2522.5430798604393,781.1815275234986,0.052482675841718264,0.03298931566314875,0.28072092,0.30193594,119.83270940038197,0.101914905,0.059668284,0.01722932837940035,0.12338085962795328
blues.00081.au,blues,-26.955238,67.801926,107.34024,20.89799,-46.812206,14.141559,40.93265,15.490847,-21.469862,8.555175,24.816854,7.4328194,-18.947702,9.001291,15.260987,8.401394,-15.0442505,7.7891626,12.270949,7.705249,-15.239539,6.4421864,14.331287,8.308714,-13.830045,6.575965,7.565649,6.6222043,-6.1833706,8.052818,0.33221078,6.3718004,-6.835121,6.930546,0.9706789,6.6103053,-7.571379,7.161988,2.9214709,6.256574,2116.8942510812685,308.31032189297133,4195.97462751548,661.3751381137191,0.12727247303115324,0.026971620181065997,0.38028285,0.28410593,110.7949691357239,0.24817622,0.07354899,0.021081375128103888,0.10928934832939907
blues.00017.au,blues,-245.75414,72.074905,140.48093,28.298141,-2.771439,28.210205,60.42012,18.994875,18.9254,15.329366,9.837099,9.987851,3.566577,10.89083,0.5361875,9.650059,-16.36736,11.359438,6.6298547,10.260237,7.269149,9.8356695,-4.0157304,8.446647,1.6074536,8.5421295,5.898682,8.871509,-3.017608,7.486734,-4.7748995,7.642668,-3.02707,8.104085,-1.9985331,8.059941,-0.05875907,7.929194,-3.9718897,8.046971,1088.7781161784517,481.44119724619605,2134.7537581027477,1040.1175624181956,0.04832397083010836,0.029080134268729036,0.30223948,0.30567795,161.88753407963276,0.09325911,0.046387743,0.0029984687474666977,0.08996545822795925
blues.00046.au,blues,-182.66501,47.64554,90.68653,21.247242,14.118146,16.351315,67.55459,13.175603,2.6876106,10.841653,38.431614,8.112804,-8.420627,12.129936,24.123554,8.499423,-13.787512,7.7365427,4.8449693,7.6656685,-16.676622,6.6674166,5.823079,6.515848,-5.1492887,7.040258,0.19378847,5.995513,-14.486603,6.341234,6.864802,5.52321,-4.4448314,6.3371925,-2.9868774,5.11617,-4.8211694,5.9737935,5.399324,6.859735,1912.443629773089,575.8147340739963,4776.687782689145,1135.2819127349276,0.05842595056114551,0.030114251431500618,0.38791007,0.30845582,122.79146528901632,0.1025371,0.030762052,-0.007633233561066246,0.10553007618485512
blues.00056.au,blues,-145.42918,68.025696,102.859566,23.049591,-12.542131,18.82324,56.96205,16.705215,2.247263,16.146055,26.607046,13.806885,-4.2670345,13.823071,17.337631,10.403022,-7.9970355,8.964413,15.232125,9.082201,-6.937478,6.943203,7.4603834,10.203325,-10.468326,7.057501,-2.3522398,9.615319,-6.7850842,8.86023,2.6685793,6.8253164,-4.7798715,8.550663,-0.9447567,7.932606,0.030942699,9.545175,-2.0021634,7.300286,1810.9603368829592,589.2471333098244,3927.2429191660217,1231.3315034909467,0.07547951335139319,0.041213635699253966,0.39237878,0.30013788,153.30772857894584,0.13766219,0.057110447,0.034608880367694037,0.12917381590651048
blues.00007.au,blues,-179.42007,81.08917,136.4421,38.470413,-26.644339,24.310024,39.979595,18.792528,5.3018146,25.503872,10.921237,11.677463,-20.555347,12.794587,8.507477,12.307668,-11.35436,13.115827,-3.469098,13.3572235,-8.414114,12.151825,-6.956977,9.153007,-3.5483482,9.660816,-8.051683,7.580675,-8.960484,9.071809,-8.421077,8.395058,-10.5585985,7.213344,-10.790193,7.7794085,-4.7007947,8.0987625,-8.638816,7.505687,1451.8494584581745,670.7739279240659,2955.7654602239745,1276.9357186257082,0.06143500266060371,0.043011742599829005,0.30731454,0.30471155,93.31178751701451,0.13174523,0.07439894,-0.01107225412474975,0.10845588909997467
blues.00091.au,blues,-236.38347,88.13068,161.695,33.30069,-1.1533346,24.679094,27.288706,10.782705,9.581351,18.23979,20.619045,9.509773,0.2341277,8.966528,13.796686,10.203106,-0.5009198,9.497828,10.18543,9.086421,-4.4546185,9.252585,5.5080886,7.5776925,-3.7167218,7.573742,-0.8915268,6.6084476,-4.904812,8.390713,-2.8723423,6.839498,-3.7585263,6.017522,-3.3457856,6.77219,-2.416106,6.7590356,-3.7838302,6.3465815,991.1502533354551,645.0953038761002,1943.2882492018189,1509.6491652922746,0.03605269204721362,0.025550895040477653,0.4219494,0.30445302,104.20228032670117,0.09938009,0.03585715,0.01719431001628864,0.12942007756117915
blues.00033.au,blues,-239.03807,56.806374,108.6572,28.653454,34.15189,16.713604,30.23917,17.37024,-0.47574344,15.392647,27.292637,11.857561,-21.379398,16.936935,14.150509,11.793535,-24.510178,10.839341,-1.8840464,13.388098,-28.050291,11.275903,-11.25665,9.364659,-16.47693,9.511206,-7.637184,8.889134,-12.799123,7.9621215,-15.357241,9.055611,-13.729804,11.879879,-7.3977785,8.2939415,-10.089319,8.393451,-13.291538,9.376072,1430.5981944868497,837.4770937268805,3246.7553673144835,2360.3217720791267,0.04196988982681889,0.0379496553493765,0.26082012,0.30798844,125.41181497183875,0.13312429,0.047443505,0.01662373944841304,0.19225862353008688
blues.00062.au,blues,-144.99365,42.683697,95.742805,26.677668,-21.61032,20.495413,49.62971,13.649543,-29.898346,16.374376,29.358599,12.086357,-18.849941,15.779714,17.890139,9.581666,-9.674273,10.388694,5.513567,8.794596,-9.5545635,8.613421,6.3690124,10.402982,-21.091816,8.889981,2.4598293,9.511781,-9.537456,8.414479,-1.415343,8.90213,-9.326942,9.518553,5.140728,14.844091,-8.113004,10.138572,-2.4492147,10.469564,2279.808618295741,649.9564353800653,4732.271384602361,883.8977883955886,0.11714895148026316,0.061511483579146375,0.31181914,0.30441803,112.4538654614059,0.10619286,0.029403226,0.007165526410295017,0.11430484281772096
blues.00042.au,blues,-159.56772,49.402905,69.78482,15.499966,-4.3918796,22.704235,76.851135,10.563347,3.9159083,10.905474,45.167534,6.404392,-4.867353,7.6270676,32.200516,6.715542,-9.796341,8.270694,7.8125114,8.185381,-21.826967,8.5084715,9.682441,6.372847,-2.5915892,8.91886,3.3045378,8.886941,-14.970442,8.193774,10.23226,9.053178,-4.08953,8.207473,-5.850758,9.7992735,-2.4700005,12.817007,6.6611314,10.446841,2302.0756478879343,452.72726656890774,5188.535292303599,749.9595597932391,0.09786448759191177,0.04272208046263614,0.37768537,0.30410424,121.55162770147192,0.11095126,0.022970853,-0.019466248496481542,0.14480808268360218
blues.00013.au,blues,-209.7822,44.38294,124.46592,23.290462,10.285805,25.728228,47.030174,12.177268,6.4823856,10.098318,15.417021,12.095588,-2.0100777,8.332418,6.735786,8.717909,-21.54862,9.820377,10.7284975,9.790461,-5.532432,9.524994,-2.202038,7.695251,-3.051727,7.2376456,8.64402,8.474669,-0.3108456,8.28486,-0.6361449,9.414431,-2.9359381,9.872068,-1.7065972,10.213806,-1.7654228,9.428778,-7.755964,10.674803,1324.3317542217217,414.29530275438486,2710.3669441152283,1037.1194677358196,0.051417300575657895,0.03544030759515154,0.2647263,0.30194417,109.88629205436466,0.11318897,0.064741395,-0.038550846617832125,0.08342389337092555
blues.00027.au,blues,-228.25066,53.045006,130.3444,26.254774,-23.29129,30.45399,70.1721,19.922174,1.1422709,13.483706,7.6024475,12.392956,0.90993816,10.015294,1.9782512,9.411504,-6.167008,7.8687525,-9.396024,9.273236,-2.5628407,10.388402,-4.522894,7.683055,-0.26295033,8.23643,0.17933404,7.5543666,-1.5074475,8.90211,1.4652517,8.974135,-6.9718475,8.062835,-8.32218,9.584707,4.2389526,10.943594,0.98148614,11.4906435,1391.4439037459135,447.3847820799292,2811.1413347462753,735.6703511002595,0.07235897288602941,0.050426781842714534,0.2887045,0.30685824,105.59555626372439,0.09572528,0.04683949,0.010122353578725953,0.15341037359963205
blues.00076.au,blues,-52.701164,36.666218,74.455414,14.907643,-18.715458,14.807901,56.307217,10.623829,-3.9593267,11.321793,31.98716,10.068303,-16.457787,11.785488,22.417688,8.951863,-12.262029,8.1551075,27.228352,8.110143,-9.233885,9.128318,7.8071027,7.192313,-10.567175,7.691458,6.944951,7.052297,-9.136492,9.241713,13.022678,7.1684647,-9.85732,7.276358,3.6924512,7.5116687,-4.954326,8.416817,4.4225,8.077817,2645.5300364910313,431.72351197604445,5611.974398491921,761.5883041826203,0.1364685625483746,0.051619364647671674,0.36558747,0.29654866,117.45383522727272,0.2189702,0.068146445,-0.013591564276947504,0.14750933900521745
blues.00085.au,blues,-180.14874,67.3817,131.41078,35.763977,0.573336,24.182238,43.165672,16.148726,14.135556,13.833256,25.621374,17.366539,-5.315874,14.223758,12.034328,10.448343,-13.538714,11.988212,-1.0941217,9.887791,-7.614391,10.815005,2.7180743,10.403025,0.7742722,9.225148,1.9981467,13.374236,-6.0900593,11.326368,3.4880552,10.98309,-8.33755,10.229947,3.2056525,10.250619,-0.9303994,7.961136,-2.2530372,8.574974,1312.3500760815823,638.3136141237,2637.734049983069,1438.3285703860097,0.059416496347716716,0.04087893147497124,0.31538674,0.30326813,141.13532034177936,0.15017585,0.05984866,0.04249636746535887,0.14379617594957714
blues.00095.au,blues,-130.58154,48.027115,139.9749,30.952066,-1.2707361,23.148619,39.310425,13.146507,-6.3536654,15.927645,19.767845,12.0769415,-11.213425,10.476793,27.243687,11.236386,-16.53454,10.2357435,7.0218787,10.047185,-1.2004069,8.440501,1.6136363,12.14737,-6.6290407,7.9511976,4.952462,9.582344,-1.633869,7.627101,0.9539637,7.7250233,-4.84161,8.716948,-5.970589,8.183421,-2.78672,7.179223,-6.4928164,8.221051,1388.4454872380973,713.9715802786624,2754.6166765431503,1470.3694163962273,0.05714742465654025,0.03646380337623106,0.36996734,0.30216062,135.53017461962278,0.18706326,0.046427954,0.009375862278734362,0.10525627331034318
blues.00066.au,blues,-116.546364,39.871937,97.444626,22.476055,-13.895614,17.079191,48.974857,12.439756,-22.594566,12.745575,27.76544,8.904487,-20.240068,13.646211,18.63935,8.125933,-14.6516695,8.596005,8.481435,7.1695347,-16.655897,8.360844,11.001678,9.096074,-13.869425,8.63258,9.742047,8.724988,-5.09433,8.708261,2.6373723,8.957879,-9.890765,7.4528055,6.1601152,9.998928,-7.6891356,9.512688,-4.851008,8.719205,2340.3362115325717,589.51846742577,4972.26993336397,857.0153623584257,0.1217751517753483,0.06325598886261481,0.3748415,0.2979861,141.22111226109186,0.11046952,0.02652226,0.013457825941023675,0.07992591933787548
blues.00037.au,blues,-328.68088,86.36875,102.71113,25.157715,19.895552,26.520039,26.732681,13.050382,7.151481,15.905884,22.704802,15.76667,-6.9743266,14.4408,12.781994,12.450975,-10.725781,12.59991,-0.433661,9.147376,-12.373165,10.48921,-8.907054,10.537226,-9.2401085,11.236177,-9.106373,11.556875,-9.001113,13.733203,-7.6363454,13.930095,-7.1891537,12.578861,-9.366816,13.279711,-4.469685,11.937344,-3.6831248,13.265839,1188.101159113292,608.1106058630382,2339.3941873367357,1730.8508732075327,0.04816032858455882,0.03568096538436703,0.2486835,0.3130549,113.07865986732779,0.069129966,0.047238857,0.007404767859014738,0.17466340125963603
blues.00003.au,blues,-199.462,74.13483,150.09471,21.36742,5.649167,16.032692,26.870144,12.57767,1.7554405,16.367716,14.23688,11.264206,-4.8288727,12.492485,9.297849,9.009487,-0.7531419,9.610511,8.147393,8.439375,-3.1952357,10.503592,6.0853534,6.9414353,-2.4761882,7.537466,-1.0762246,7.8901334,-2.8760564,7.1865416,0.77690876,6.667608,-3.3200555,7.0878043,0.6372629,6.1116214,-0.6175069,6.1066494,-3.40694,5.6558323,1070.1100585189854,429.54237913885106,2185.0617872303114,1222.3723095329324,0.03330894446594427,0.02056877198727728,0.40484834,0.3066235,121.4751719752094,0.14113921,0.079623215,0.026658229119010612,0.13397872319414658
blues.00052.au,blues,-225.30031,88.708855,117.64152,25.920029,-14.544607,28.568796,64.80238,13.206562,12.931657,17.741417,19.029236,15.860204,10.688534,14.028731,9.883124,10.623294,-2.382837,10.08331,11.688008,8.108186,1.5453439,7.890538,3.049367,7.705474,-7.628483,7.394865,-8.961092,9.345339,-4.3512707,7.1590085,-0.06528475,6.9420276,-2.5532408,6.8312407,-3.436927,9.5627365,-3.8674521,9.723206,1.3170226,9.079399,1443.2688618053005,669.8851411139077,3069.306440323868,1443.4119232810701,0.06719384916795666,0.055548805665320465,0.33906075,0.30907637,149.19517626855307,0.098878264,0.05475379,0.06429600188617539,0.1163785296322587
blues.00049.au,blues,-255.97383,56.268208,110.82752,25.847937,21.460571,18.763063,67.588135,14.287945,4.288312,14.052719,43.11846,9.076972,-4.508348,8.623626,10.442597,8.7017565,-8.718592,10.130153,1.6548898,8.96156,-20.58779,8.327671,-2.430674,7.7540817,-7.144061,8.128005,-11.172763,7.7128367,-12.612457,6.5505133,2.7417226,7.133616,-8.942421,7.7246294,-7.9461575,7.6939955,-2.3538346,8.3893175,-0.7147955,9.092851,1318.6237037811231,642.1084621142135,3046.8565760751258,1752.1408511833672,0.03997292533378483,0.027574162439430464,0.27759212,0.30117628,115.54154065533923,0.08856345,0.02138667,-0.03757327893272141,0.19516305950617618
blues.00018.au,blues,-252.51877,53.61874,104.93699,24.581554,15.316828,25.72705,42.673473,12.750804,6.7626176,9.637907,21.623575,10.824914,-1.3132769,8.57424,5.691933,10.023236,-16.619516,11.194995,12.161626,11.117656,-1.96795,7.221668,1.969765,8.042828,-0.8889585,6.976862,7.771046,8.456111,2.3869514,10.096329,1.7799876,9.651304,1.3449866,11.483342,3.6371133,13.482833,4.9108076,12.319188,-2.6554039,9.823951,1537.56091926741,439.6508001183023,3495.4621967516446,1352.6626778846232,0.056131935710139316,0.041510898956046816,0.2700793,0.31256852,102.67937912462423,0.07964064,0.054376032,-0.025306517530349005,0.09660199523980184
blues.00008.au,blues,-121.387115,51.20196,122.505394,20.3649,-14.739394,18.476788,46.135292,13.921793,-8.160384,13.293729,20.17051,10.343644,-19.169321,7.594192,23.050188,8.770052,-11.82594,6.5177164,21.173412,7.644031,-6.7202907,6.9971523,7.0050187,7.4997573,-12.739911,7.8674307,5.064209,7.109595,-5.1730757,5.7297416,-1.446995,7.110611,-7.036928,5.3751597,2.6948745,6.0771265,3.4093323,5.807247,-2.6991909,6.008099,1719.2739373344182,404.21486033912043,3781.5188003398316,1123.830736936971,0.06402757957623839,0.02705344827055859,0.40899816,0.29414225,89.67902761566215,0.14236063,0.038767237,0.023770638297778143,0.07467338642144075
blues.00059.au,blues,-86.25098,50.78418,91.9421,17.92661,-23.4035,15.449378,68.2495,11.966831,-3.8901277,15.1101055,22.74218,12.817476,-9.895618,11.2094555,16.891766,8.376993,-11.393833,7.744341,18.429016,8.578916,-7.011848,6.4322996,10.766728,7.4396086,-11.93729,7.6532483,1.0025737,6.5494046,-5.922303,7.3092823,5.314186,6.3472204,-6.139845,6.922502,1.9491451,7.581248,-5.0979905,7.3446956,-0.6654878,6.3077693,2235.9219734301396,489.20793007098604,4390.048453977603,850.8177194651106,0.14228825524864552,0.06490177105601948,0.40606847,0.29155996,107.666015625,0.16994148,0.06523968,0.012509307637093126,0.05416596553866912
